109,29/09/2025,format-kollegeblock-a4-80-kar,Format Kollegeblock A4/80 kar.,Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads,Mapped via google_taxonomy_map,info,4
110,29/09/2025,format-kollegeblock-a4-80-lin,Format Kollegeblock A4/80 lin.,Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads,Mapped via google_taxonomy_map,info,4
111,29/09/2025,haftnotiz-cute-cat,"Haftnotiz ""Cute Cat""",Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads,Mapped via google_taxonomy_map,info,4
112,29/09/2025,haftnotizblock-400-blatt,Haftnotizblock 400 Blatt,Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads,Mapped via google_taxonomy_map,info,4
113,29/09/2025,mini-haftnotizen-tiere,Mini-Haftnotizen Tiere,Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Sticky Notes,Mapped via google_taxonomy_map,info,4
116,29/09/2025,schularbeiten-a4-20-lin-kr,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
116,29/09/2025,schularbeiten-a4-20-lin-kr,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
118,29/09/2025,schularbeiten-a4-20-kar-kr,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: ),warn,4
118,29/09/2025,schularbeiten-a4-20-kar-kr,,Google Shopping / Google Product Category,,,Missing google category for product category: ,warn,4
119,29/09/2025,ringbuchblock-a4-100-kar,Ringbuchblock A4/100 kar.,Google Shopping / Google Product Category,,Business & Industrial > Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads,Mapped via google_taxonomy_map,info,4
