rowNumber,timestamp,handle,productTitle,field,original,updated,reason,severity,phase
81,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Product Category,,Allgemein,Default category assigned,info,2
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-pfirsich-5402""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-pfirsich-5402""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-37682.jpg?v=1753717735""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-37682.jpg?v=1753717735""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant SKU,,PEN-PRD-G3WN,Generated per SOP,info,3d
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant Taxable,,TRUE,Taxable default,info,3d
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Condition,,new,Condition set to new,info,4
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,SEO Description,,,SEO desc length 0,warn,4
82,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Product Category,,Allgemein,Default category assigned,info,2
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-pfirsich-5402""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-pfirsich-5402""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-27079.jpg?v=1753717735""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-27079.jpg?v=1753717735""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant SKU,,PEN-PRD-7MOY,Generated per SOP,info,3d
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant Taxable,,TRUE,Taxable default,info,3d
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Condition,,new,Condition set to new,info,4
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,SEO Description,,,SEO desc length 0,warn,4
83,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Product Category,,Allgemein,Default category assigned,info,2
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-pfirsich-5402""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-pfirsich-5402""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-98839.jpg?v=1753717735""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-pfirsich-bastelschachtel-98839.jpg?v=1753717735""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant SKU,,PEN-PRD-VRT6,Generated per SOP,info,3d
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Variant Taxable,,TRUE,Taxable default,info,3d
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Condition,,new,Condition set to new,info,4
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,SEO Description,,,SEO desc length 0,warn,4
84,03/10/2025,pentart-wachspaste-chamleon-20ml-pfirsich-5402,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Body (HTML),"<p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz</span></span></span></span></li>
</ul>
<!-- TABS -->
<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>
<p> </p>
<p><iframe height=""315"" src=""https://www.youtube.com/embed/Un9pTqgdpT8"" title=""YouTube video player"" width=""560""></iframe><br></p>
<!-- /TABS -->","<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta name=""description"" content=""Entdecken Sie das Produkt 'Pentart Wachspaste chamäleon 20ml - lila'. Kategorie: Uncategorized. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Wachspaste chamäleon 20ml - lila""></p><p><meta property=""og:description"" content=""Entdecken Sie das Produkt 'Pentart Wachspaste chamäleon 20ml - lila'. Kategorie: Uncategorized. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-71320.jpg?v=1753717752""></p><p><meta property=""og:image:alt"" content=""Wachspaste chamäleon 20ml - lila – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Wachspaste chamäleon 20ml - lila""></p><p><meta name=""twitter:description"" content=""Entdecken Sie das Produkt 'Pentart Wachspaste chamäleon 20ml - lila'. Kategorie: Uncategorized. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-71320.jpg?v=1753717752""></p><p><span><span><span>Pentart Wachspaste mit Orangenöl und seidig schimmerndem Metalleffekt für jeden Untergrund</span></span></span></p>
<ul>
<li><span><span><span><span class=""a-list-item"">Farbige Wachspaste mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl.</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Für verschiedenste Materialen wie Holz, Gips, Modelliermasse, Salzteig, Ton, Pappe, Styropor usw. geeignet</span></span></span></span></li>
<li><span><span><span><span class=""a-list-item"">Verleiht der Oberfläche einen seidig metallischen Glanz</span></span></span></span></li>
</ul>

<h5>PRODUKTBESCHREIBUNG</h5>
<p><span><span><span>Farbige Wachspaste von Pentart mit seidig schimmerndem Metalleffekt auf Bienenwachsbasis mit Orangenöl. Die Paste kann auf jeden Untergrund angewandt werden und verleiht der Oberfläche einen seidigem Metallglanz. Es wird empfohlen das Werkstück zu grundieren und das Wachs im Anschluss aufzutragen. So ist die Farbe kräftiger und der Effekt kommt noch besser zur Geltung. Die Paste kann mit Schwamm oder mit Finger aufgetragen werden. Durch das Auftragen von verschiedenen Farben entsteht ein besonderer Effekt. Lassen Sie Ihrer Fantasie freien Lauf und versuchen Sie sich an dem neuen Produkt. Um Ihnen den Einstieg zu erleichtern haben wir hier noch ein Anleitungsvideo für Sie.</span></span></span></p>
<p><span>Suchwörter: wachs, abtönen, finish, bee wax, pentart wax paste</span></p>

<p><br></p>",Body preserved - high quality existing content.,info,3b
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,SEO Title (suggested),Wachspaste chamäleon 20ml - lila,Pentart Wachspaste chamäleon 20ml - lila,Preview only (Validate Mode),info,3c
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,SEO Description (suggested),,Entdecken Sie unsere vielfältige Produktpalette für all Ihre kreativen Bedürfnisse. Entdecken Sie das Produkt 'Pentart Wachspaste chamäleon 20ml -,Preview only (Validate Mode),info,3c
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,chamaleon,chamaleon,Tag 'chamaleon' does not align with product category 'uncategorized',warn,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,hochzeitsdeko,hochzeitsdeko,Tag 'hochzeitsdeko' does not align with product category 'uncategorized',warn,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,pentart,pentart,Tag 'pentart' does not align with product category 'uncategorized',warn,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,wachpaste,wachpaste,Tag 'wachpaste' does not align with product category 'uncategorized',warn,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,,wachspaste,Tag inferred from product title: 'wachspaste',info,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,,20ml,Tag inferred from product title: '20ml',info,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,,lila,Tag inferred from product title: 'lila',info,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,"chamaleon,hochzeitsdeko,pentart,wachpaste","chamaleon,hochzeitsdeko,pentart,wachpaste,wachspaste,20ml,lila",Tags generated to meet minimum count,info,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Tags,"chamäleon, Hochzeitsdeko, pentart, wachpaste","chamaleon,hochzeitsdeko,pentart,wachpaste,wachspaste,20ml,lila","Tags normalized, duplicates/banned terms removed, and validated",info,3e
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Uncategorized),warn,4
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Google Shopping / Condition,,new,Condition set to new,info,4
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,SEO Description,,,SEO desc length 0,warn,4
85,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,Pentart Wachspaste chamäleon 20ml - lila,Google Shopping / Google Product Category,,,Missing google category for product category: Uncategorized,warn,4
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Product Category,,Allgemein,Default category assigned,info,2
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-77093.jpg?v=1753717752""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-77093.jpg?v=1753717752""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant SKU,,PEN-PRD-DZUP,Generated per SOP,info,3d
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Taxable,,TRUE,Taxable default,info,3d
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Condition,,new,Condition set to new,info,4
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,SEO Description,,,SEO desc length 0,warn,4
86,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Product Category,,Allgemein,Default category assigned,info,2
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-16596.jpg?v=1753717752""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-16596.jpg?v=1753717752""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant SKU,,PEN-PRD-D7ST,Generated per SOP,info,3d
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Taxable,,TRUE,Taxable default,info,3d
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Condition,,new,Condition set to new,info,4
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,SEO Description,,,SEO desc length 0,warn,4
87,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Product Category,,Allgemein,Default category assigned,info,2
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-22393.jpg?v=1753717752""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-22393.jpg?v=1753717752""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant SKU,,PEN-PRD-N9CO,Generated per SOP,info,3d
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Taxable,,TRUE,Taxable default,info,3d
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Condition,,new,Condition set to new,info,4
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,SEO Description,,,SEO desc length 0,warn,4
88,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4
89,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Vendor,,Pentart,"Inferred vendor ""Pentart"" from product data.",info,2
89,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Product Category,,Allgemein,Default category assigned,info,2
89,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von Pentart""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/pentart-wachspaste-chamleon-20ml-lila-5403""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-20459.jpg?v=1753717752""></p><p><meta property=""og:image:alt"" content=""Allgemein von Pentart – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von Pentart""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Marke: Pentart. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/pentart-wachspaste-chamaleon-20ml-lila-bastelschachtel-20459.jpg?v=1753717752""></p><p>Entdecken Sie hochwertige Allgemein von Pentart für Ihre Projekte.</p>",Body regenerated - low quality existing content.,info,3b
89,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant SKU,,PEN-PRD-8WZ5,Generated per SOP,info,3d
89,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
89,03/10/2025,pentart-wachspaste-chamleon-20ml-lila-5403,,Variant Taxable,,TRUE,Taxable default,info,3d
